Depth,AC,CAL,DRHO,DT,GR,HAC,ILD,ILM,LLD,LLS,MSFL,NPHI,PD,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
2164.125,-99999.0,8.593,0.015,70.248,86.709,-99999.0,15.075,15.423,16.893,16.932,22.974,0.131,-99999.0,3.122,2.582,18.154,-5.123,502.932,355.372,502.932,359.878,干层
2164.1875,-99999.0,8.593,0.013,70.145,85.748,-99999.0,15.397,15.826,17.248,17.258,24.763,0.132,-99999.0,3.055,2.577,18.605,-5.093,501.879,355.077,501.879,359.878,干层
2164.25,-99999.0,8.593,0.012,70.041,84.705,-99999.0,15.72,16.131,17.589,17.423,26.553,0.133,-99999.0,3.012,2.573,19.056,-5.106,500.825,354.783,500.825,359.878,干层
2164.3125,-99999.0,8.593,0.012,70.041,84.539,-99999.0,16.042,16.442,17.676,17.589,29.403,0.133,-99999.0,2.915,2.57,19.507,-5.101,499.772,354.489,499.772,359.878,干层
2164.375,-99999.0,8.593,0.011,69.938,84.475,-99999.0,16.365,16.76,17.814,17.757,28.592,0.131,-99999.0,2.869,2.567,19.958,-5.105,498.719,354.195,498.719,359.878,干层
2164.4375,-99999.0,8.593,0.01,69.835,84.835,-99999.0,16.687,17.083,17.927,17.757,26.607,0.13,-99999.0,2.824,2.566,20.409,-5.099,497.666,353.9,497.666,359.878,干层
2164.5,-99999.0,8.593,0.01,69.835,85.78,-99999.0,17.083,17.413,17.761,17.757,24.54,0.128,-99999.0,2.804,2.564,20.879,-5.102,496.613,353.606,496.613,357.841,干层
2164.5625,-99999.0,8.593,0.01,69.835,86.701,-99999.0,17.247,17.58,17.546,17.589,24.077,0.127,-99999.0,2.803,2.563,21.079,-5.142,496.334,353.312,496.334,357.841,干层
2164.625,-99999.0,8.593,0.01,69.938,88.292,-99999.0,17.413,17.749,17.331,17.351,23.4,0.125,-99999.0,2.78,2.561,20.879,-5.328,494.297,353.018,494.297,357.841,干层
2164.6875,-99999.0,8.593,0.011,70.041,89.381,-99999.0,17.413,17.919,17.117,17.13,23.29,0.124,-99999.0,2.804,2.558,20.602,-5.301,494.297,352.723,494.297,357.841,干层
2164.75,-99999.0,8.593,0.012,70.248,90.284,-99999.0,17.58,17.919,16.902,16.91,23.073,0.123,-99999.0,2.804,2.555,20.302,-5.301,492.261,352.429,492.261,357.841,干层
2164.8125,-99999.0,8.593,0.011,70.352,91.125,-99999.0,17.749,18.091,16.613,16.69,22.959,0.123,-99999.0,2.832,2.552,20.001,-5.328,490.224,352.135,490.224,357.841,干层
2164.875,-99999.0,8.594,0.013,70.558,91.114,-99999.0,18.091,18.265,16.925,16.613,21.982,0.124,-99999.0,2.969,2.549,19.7,-5.142,490.224,351.84,490.224,357.841,干层
2164.9375,-99999.0,8.594,0.013,70.662,91.148,-99999.0,18.265,18.44,17.404,16.772,20.485,0.126,-99999.0,3.111,2.546,19.528,-5.102,490.224,353.768,490.224,357.841,干层
2165.0,-99999.0,8.634,0.016,70.662,90.249,-99999.0,18.575,18.706,18.013,17.675,19.162,0.13,-99999.0,3.37,2.542,19.158,-5.098,488.187,353.768,488.187,357.841,干层
2165.0625,-99999.0,8.685,0.018,70.558,88.844,-99999.0,18.796,19.158,18.446,18.801,19.717,0.137,-99999.0,3.572,2.537,19.158,-5.106,488.187,353.768,488.187,355.804,干层
2165.125,-99999.0,8.736,0.026,70.248,87.575,-99999.0,19.017,19.659,19.919,19.522,22.313,0.143,-99999.0,3.772,2.529,19.603,-5.101,488.187,353.768,488.187,355.804,干层
2165.1875,-99999.0,8.763,0.032,69.835,85.86,-99999.0,19.238,20.096,21.422,20.47,23.4,0.15,-99999.0,3.971,2.52,20.289,-5.103,488.187,353.768,488.187,355.804,干层
2165.25,-99999.0,8.741,0.038,69.524,85.599,-99999.0,19.342,20.68,22.741,21.418,24.077,0.157,-99999.0,4.144,2.512,21.487,-5.103,488.187,349.695,488.187,355.804,干层
2165.3125,-99999.0,8.731,0.048,68.8,84.919,-99999.0,19.158,21.9,24.077,22.366,27.944,0.163,-99999.0,4.29,2.506,22.764,-5.102,488.187,349.695,488.187,353.768,干层
2165.375,-99999.0,8.674,0.057,68.283,85.224,-99999.0,18.976,22.753,24.775,23.623,33.542,0.167,-99999.0,4.38,2.509,24.664,-5.102,488.187,347.658,488.187,353.768,干层
2165.4375,-99999.0,8.633,0.069,67.663,86.461,-99999.0,18.617,22.972,25.011,23.178,38.015,0.172,-99999.0,4.438,2.515,27.213,-5.103,488.187,347.658,488.187,353.768,干层
2165.5,-99999.0,8.614,0.08,67.249,87.856,-99999.0,18.44,22.753,24.775,22.741,34.228,0.177,-99999.0,4.466,2.524,30.306,-5.103,488.187,347.658,488.187,353.768,干层
2165.5625,-99999.0,8.596,0.092,66.836,90.148,-99999.0,18.029,21.9,23.228,21.385,19.53,0.176,-99999.0,4.499,2.534,34.643,-5.1,490.224,347.658,490.224,353.768,干层
2165.625,-99999.0,8.613,0.103,66.732,92.291,-99999.0,17.634,21.076,21.521,20.082,15.993,0.174,-99999.0,4.518,2.543,33.664,-5.109,490.224,347.658,490.224,353.768,干层
2165.6875,-99999.0,8.684,0.113,66.911,94.357,-99999.0,17.24,20.067,19.813,18.779,12.252,0.172,-99999.0,4.543,2.553,31.878,-5.035,490.224,347.658,490.224,353.768,干层
2165.75,-99999.0,8.768,0.122,67.249,96.639,-99999.0,16.845,19.057,18.106,17.423,10.226,0.169,-99999.0,4.585,2.562,30.018,-4.901,491.204,347.658,491.204,351.731,干层
2165.8125,-99999.0,8.848,0.131,67.663,98.301,-99999.0,16.45,18.047,16.399,16.35,9.844,0.167,-99999.0,4.591,2.561,27.339,-4.777,492.835,347.658,492.835,353.768,干层
2165.875,-99999.0,8.932,0.137,68.594,100.332,-99999.0,16.055,17.038,14.821,15.232,9.659,0.165,-99999.0,4.665,2.558,24.545,-4.652,494.466,347.658,494.466,355.804,干层
2165.9375,-99999.0,8.973,0.141,69.214,101.477,-99999.0,15.661,16.131,13.998,14.115,10.673,0.163,-99999.0,4.73,2.554,21.752,-4.526,496.097,349.695,496.097,357.841,干层
2166.0,-99999.0,8.929,0.146,70.248,103.505,-99999.0,15.088,15.379,12.849,12.997,10.522,0.165,-99999.0,4.798,2.545,18.617,-4.4,497.729,351.731,497.729,357.841,干层
2170.0,-99999.0,8.597,0.026,73.451,95.437,-99999.0,11.651,12.427,14.209,13.734,19.162,0.104,-99999.0,3.129,2.536,11.769,-3.868,519.756,372.13,523.336,378.208,干层
2170.0625,-99999.0,8.615,0.024,72.77,93.43,-99999.0,11.998,13.01,15.081,14.267,19.827,0.104,-99999.0,3.031,2.547,12.227,-3.938,516.701,370.061,519.505,370.061,干层
2170.125,-99999.0,8.609,0.021,72.213,90.96,-99999.0,12.344,13.594,15.954,14.821,20.589,0.103,-99999.0,3.003,2.559,12.949,-4.005,515.664,367.923,515.675,367.923,干层
2170.1875,-99999.0,8.591,0.017,71.489,89.467,-99999.0,12.704,14.178,16.826,15.993,21.35,0.102,-99999.0,3.008,2.573,13.845,-4.074,510.591,365.762,511.845,365.762,干层
2170.25,-99999.0,8.596,0.016,71.075,87.685,-99999.0,13.285,14.762,17.698,16.3,22.112,0.101,-99999.0,3.021,2.577,14.522,-4.097,508.554,363.602,508.015,363.602,干层
2170.3125,-99999.0,8.599,0.011,70.352,85.079,-99999.0,13.89,15.346,18.57,17.927,22.959,0.1,-99999.0,3.057,2.587,15.379,-4.119,506.517,361.442,504.185,361.442,干层
2170.375,-99999.0,8.604,0.01,69.835,83.136,-99999.0,14.494,15.93,19.345,18.718,23.4,0.098,-99999.0,3.071,2.588,16.286,-4.139,502.444,359.281,500.407,359.281,干层
2170.4375,-99999.0,8.608,0.006,69.111,78.178,-99999.0,15.099,16.514,20.481,19.915,24.54,0.096,-99999.0,3.114,2.59,17.247,-4.161,498.371,357.121,498.371,357.121,干层
2170.5,-99999.0,8.611,0.005,68.594,75.585,-99999.0,15.703,17.098,21.685,21.112,26.734,0.092,-99999.0,3.117,2.588,18.44,-4.182,494.297,354.961,494.297,354.961,干层
2170.5625,-99999.0,8.616,0.003,67.87,71.914,-99999.0,16.308,17.749,22.741,22.309,30.543,0.089,-99999.0,3.101,2.586,19.725,-4.203,488.187,352.8,488.187,352.8,干层
2170.625,-99999.0,8.597,0.003,67.353,68.835,-99999.0,16.913,18.658,23.4,23.397,36.249,0.087,-99999.0,3.079,2.584,20.892,-4.223,486.151,350.64,486.151,350.64,干层
2170.6875,-99999.0,8.593,0.003,66.732,66.879,-99999.0,17.517,19.685,25.011,24.357,42.377,0.084,-99999.0,3.09,2.584,22.059,-4.245,486.151,348.48,486.151,348.48,干层
2170.75,-99999.0,8.593,0.003,66.319,66.326,-99999.0,18.091,20.711,26.23,25.318,50.095,0.081,-99999.0,3.155,2.584,23.226,-4.265,484.114,346.319,484.114,346.319,干层
2170.8125,-99999.0,8.593,0.004,65.698,66.356,-99999.0,18.44,21.738,27.771,26.278,47.724,0.079,-99999.0,3.273,2.584,24.924,-4.28,482.077,343.585,482.077,343.585,干层
2170.875,-99999.0,8.593,0.005,65.284,67.816,-99999.0,18.796,22.537,28.575,27.248,40.868,0.076,-99999.0,3.437,2.584,26.913,-4.247,482.077,343.585,482.077,343.585,干层
2170.9375,-99999.0,8.593,0.007,64.974,69.154,-99999.0,18.976,23.192,29.403,27.248,37.655,0.073,-99999.0,3.563,2.584,28.902,-4.219,482.077,343.585,482.077,343.585,干层
2171.0,-99999.0,8.593,0.01,64.871,71.522,-99999.0,19.158,23.415,28.721,26.734,38.691,0.074,-99999.0,3.772,2.58,30.891,-4.188,482.077,343.585,482.077,343.585,干层
2171.0625,-99999.0,8.592,0.015,64.147,73.916,-99999.0,19.158,23.64,26.857,25.1,41.527,0.076,-99999.0,3.904,2.57,31.789,-4.159,482.077,343.585,482.077,343.585,干层
2171.125,-99999.0,8.614,0.02,63.733,76.593,-99999.0,19.158,23.64,24.992,23.396,44.362,0.081,-99999.0,4.135,2.555,34.314,-4.13,482.077,343.585,482.077,343.585,干层
2171.1875,-99999.0,8.706,0.025,63.526,78.956,-99999.0,18.832,23.415,23.128,21.892,46.867,0.091,-99999.0,4.326,2.546,34.976,-4.1,484.114,343.585,484.114,343.585,干层
2181.0,-99999.0,8.687,0.076,74.695,112.499,-99999.0,10.895,11.039,10.631,10.812,5.833,0.124,-99999.0,3.693,2.553,10.595,-3.142,521.833,373.418,521.833,378.208,干层
2181.0625,-99999.0,8.673,0.071,74.695,111.703,-99999.0,11.02,11.198,11.214,11.218,6.664,0.122,-99999.0,3.626,2.557,10.394,-3.18,519.837,372.438,519.837,378.208,干层
2181.125,-99999.0,8.637,0.066,74.488,109.915,-99999.0,11.146,11.357,11.798,11.624,11.939,0.118,-99999.0,3.572,2.561,10.005,-3.218,517.841,371.555,517.841,378.208,干层
2181.1875,-99999.0,8.631,0.061,74.178,108.21,-99999.0,11.272,11.516,12.381,12.021,15.841,0.116,-99999.0,3.525,2.561,10.101,-3.256,516.558,370.723,516.618,378.208,干层
2181.25,-99999.0,8.607,0.056,73.661,104.302,-99999.0,11.397,11.675,12.912,12.79,15.252,0.114,-99999.0,3.485,2.558,10.858,-3.293,516.225,369.891,516.426,377.189,干层
2181.3125,-99999.0,8.592,0.051,73.351,101.575,-99999.0,11.523,11.834,13.604,13.348,14.132,0.113,-99999.0,3.494,2.558,11.599,-3.331,515.893,369.06,516.235,376.171,干层
2181.375,-99999.0,8.593,0.048,72.834,97.695,-99999.0,11.648,11.993,13.866,13.734,14.68,0.114,-99999.0,3.496,2.555,12.341,-3.369,515.56,368.228,516.043,376.171,干层
2181.4375,-99999.0,8.593,0.048,72.213,94.184,-99999.0,11.774,12.151,13.998,13.998,16.146,0.115,-99999.0,3.501,2.553,13.199,-3.407,515.227,367.396,515.851,374.134,干层
2181.5,-99999.0,8.593,0.05,71.903,91.232,-99999.0,11.899,12.31,13.998,14.132,18.978,0.117,-99999.0,3.506,2.553,13.713,-3.444,514.895,366.565,515.659,374.134,干层
2181.5625,-99999.0,8.593,0.052,71.179,88.947,-99999.0,12.025,12.469,13.866,14.101,22.741,0.118,-99999.0,3.508,2.555,14.802,-3.482,512.627,365.733,515.467,372.098,干层
2181.625,-99999.0,8.596,0.061,70.765,87.249,-99999.0,12.15,12.628,13.866,14.057,23.849,0.121,-99999.0,3.512,2.557,15.088,-3.52,510.591,364.902,515.275,372.098,干层
2181.6875,-99999.0,8.623,0.065,70.145,85.605,-99999.0,12.276,12.787,13.734,14.014,23.191,0.125,-99999.0,3.493,2.559,15.978,-3.557,508.554,364.07,515.083,372.098,干层
2181.75,-99999.0,8.643,0.07,69.835,85.014,-99999.0,12.449,12.946,13.734,13.97,22.549,0.129,-99999.0,3.488,2.561,16.76,-3.596,506.517,363.238,514.891,370.061,干层
2181.8125,-99999.0,8.666,0.073,69.628,85.102,-99999.0,12.682,13.105,13.604,13.927,21.234,0.132,-99999.0,3.491,2.564,16.6,-3.633,506.517,362.407,515.664,370.061,干层
2181.875,-99999.0,8.689,0.087,69.731,85.287,-99999.0,12.914,13.261,13.604,13.883,19.53,0.133,-99999.0,3.53,2.568,16.442,-3.663,506.517,361.575,513.872,370.061,干层
2181.9375,-99999.0,8.694,0.091,69.731,86.411,-99999.0,13.147,13.414,13.475,13.866,15.388,0.135,-99999.0,3.601,2.572,16.286,-3.62,504.481,360.743,512.902,368.024,干层
2182.0,-99999.0,8.684,0.096,69.835,87.195,-99999.0,13.306,13.566,13.475,13.866,9.387,0.135,-99999.0,3.676,2.574,15.978,-3.578,502.444,359.878,511.931,368.024,干层
2182.0625,-99999.0,8.68,0.099,70.041,88.808,-99999.0,13.443,13.719,13.475,13.866,9.477,0.135,-99999.0,3.749,2.575,15.826,-3.533,502.444,359.303,510.961,368.024,干层
2182.125,-99999.0,8.663,0.101,70.145,89.923,-99999.0,13.581,13.871,13.475,13.866,14.046,0.132,-99999.0,3.826,2.574,15.526,-3.49,500.407,358.705,509.991,368.024,干层
2182.1875,-99999.0,8.613,0.1,70.248,90.571,-99999.0,13.719,14.024,13.604,13.866,19.764,0.127,-99999.0,3.903,2.571,15.526,-3.446,500.407,358.106,509.021,368.024,干层
2182.25,-99999.0,8.57,0.099,70.455,91.551,-99999.0,13.857,14.177,13.866,13.866,23.4,0.124,-99999.0,3.953,2.57,15.526,-3.4,500.407,357.507,508.05,368.024,干层
2182.3125,-99999.0,8.553,0.096,70.662,92.085,-99999.0,13.995,14.329,13.998,13.998,20.862,0.12,-99999.0,3.81,2.568,15.526,-3.362,498.371,356.908,507.08,368.024,干层
2182.375,-99999.0,8.529,0.095,70.869,91.328,-99999.0,14.133,14.482,14.09,14.267,16.396,0.117,-99999.0,3.687,2.568,15.675,-3.312,496.334,356.31,506.11,368.024,干层
2182.4375,-99999.0,8.531,0.089,71.075,90.7,-99999.0,14.27,14.634,14.467,14.68,12.021,0.112,-99999.0,3.55,2.567,15.826,-3.268,496.334,355.711,505.14,368.024,干层
2182.5,-99999.0,8.544,0.083,71.282,89.859,-99999.0,14.408,14.787,14.843,15.022,11.739,0.109,-99999.0,3.445,2.568,15.902,-3.301,495.316,355.112,504.169,365.988,干层
2182.5625,-99999.0,8.562,0.076,71.179,89.37,-99999.0,14.546,14.94,15.219,15.352,13.349,0.109,-99999.0,3.368,2.568,15.978,-3.48,494.297,354.513,503.199,365.988,干层
2182.625,-99999.0,8.581,0.068,70.972,88.181,-99999.0,14.661,15.092,15.596,15.681,16.478,0.109,-99999.0,3.323,2.567,16.131,-3.453,494.297,353.914,502.229,363.951,干层
2182.6875,-99999.0,8.6,0.059,70.662,87.429,-99999.0,14.661,15.245,15.972,16.011,19.606,0.11,-99999.0,3.26,2.566,16.286,-3.506,494.297,353.768,501.259,363.951,干层
2182.75,-99999.0,8.615,0.051,70.145,87.101,-99999.0,14.802,15.379,16.446,16.3,21.074,0.113,-99999.0,3.217,2.563,16.837,-3.689,492.261,353.768,500.407,361.914,干层
2182.8125,-99999.0,8.622,0.042,69.731,87.185,-99999.0,14.802,15.526,16.422,16.159,18.885,0.115,-99999.0,3.264,2.559,17.423,-3.658,492.261,353.768,500.407,361.914,干层
2182.875,-99999.0,8.629,0.035,69.421,87.885,-99999.0,14.944,15.675,16.374,16.034,17.094,0.118,-99999.0,3.286,2.552,18.009,-3.67,492.261,353.768,500.407,359.878,干层
2182.9375,-99999.0,8.635,0.026,68.904,89.039,-99999.0,15.088,15.826,16.326,15.993,19.15,0.119,-99999.0,3.308,2.55,18.51,-3.691,492.261,353.768,500.407,357.841,干层
2183.0,-99999.0,8.642,0.022,68.8,89.522,-99999.0,15.233,15.978,16.3,15.993,22.002,0.122,-99999.0,3.329,2.544,18.772,-3.755,492.261,353.768,500.407,357.841,干层
2183.0625,-99999.0,8.649,0.019,68.49,89.837,-99999.0,15.526,15.978,16.3,16.146,21.59,0.123,-99999.0,3.344,2.539,18.976,-3.819,490.224,355.804,500.407,357.841,干层
2183.125,-99999.0,8.655,0.017,68.49,89.585,-99999.0,15.826,16.131,16.456,16.3,17.423,0.122,-99999.0,3.346,2.534,18.976,-3.88,490.224,355.804,500.407,357.841,干层
2183.1875,-99999.0,8.66,0.016,68.594,88.458,-99999.0,15.978,16.131,16.772,16.772,18.098,0.12,-99999.0,3.341,2.53,18.976,-3.945,490.224,355.804,498.371,357.841,干层
2183.25,-99999.0,8.664,0.016,68.8,86.543,-99999.0,16.286,16.76,17.589,18.098,29.124,0.116,-99999.0,3.357,2.525,18.976,-4.006,492.261,355.804,498.371,357.841,干层
2183.3125,-99999.0,8.669,0.018,69.007,83.591,-99999.0,16.442,17.247,18.271,19.165,28.848,0.113,-99999.0,3.421,2.52,18.796,-4.075,494.297,355.804,498.371,359.878,干层
2183.375,-99999.0,8.671,0.025,69.317,81.691,-99999.0,16.6,18.265,19.162,20.277,25.982,0.109,-99999.0,3.641,2.517,19.158,-4.129,494.297,353.768,496.334,357.841,干层
2183.4375,-99999.0,8.691,0.033,69.628,78.805,-99999.0,16.6,18.796,20.58,21.276,33.274,0.105,-99999.0,3.806,2.51,19.528,-4.189,496.334,353.768,496.334,357.841,干层
2183.5,-99999.0,8.709,0.041,69.835,76.383,-99999.0,16.564,19.158,22.313,21.892,32.647,0.103,-99999.0,3.99,2.505,20.289,-4.247,498.371,353.768,498.371,359.878,干层
2183.5625,-99999.0,8.754,0.052,69.731,75.563,-99999.0,16.435,19.342,22.526,22.526,22.526,0.101,-99999.0,4.206,2.494,21.692,-4.308,500.407,353.768,500.407,359.878,干层
2183.625,-99999.0,8.798,0.065,69.524,75.096,-99999.0,16.286,19.342,22.101,22.526,24.9,0.102,-99999.0,4.417,2.484,22.972,-4.365,502.444,353.768,502.444,359.878,干层
2183.6875,-99999.0,8.861,0.077,69.317,74.956,-99999.0,15.876,19.342,20.82,21.241,28.535,0.106,-99999.0,4.632,2.47,24.096,-4.425,506.517,357.841,506.517,361.914,干层
2183.75,-99999.0,8.929,0.09,68.904,75.624,-99999.0,15.385,19.067,19.288,19.721,30.545,0.113,-99999.0,4.857,2.461,25.519,-4.488,509.572,360.896,509.572,362.933,干层
2183.8125,-99999.0,8.992,0.101,68.697,76.441,-99999.0,14.895,18.44,17.756,18.201,27.754,0.119,-99999.0,5.134,2.45,27.023,-4.448,512.627,363.951,512.627,363.951,干层
2183.875,-99999.0,9.028,0.112,68.49,77.677,-99999.0,14.404,17.749,16.224,16.682,21.305,0.125,-99999.0,5.38,2.444,28.345,-4.226,515.664,368.024,515.664,368.024,干层
2183.9375,-99999.0,8.997,0.122,68.594,80.739,-99999.0,13.914,16.438,14.692,15.162,15.094,0.131,-99999.0,5.516,2.431,28.076,-4.057,518.737,372.098,518.737,372.098,干层
2184.0,-99999.0,8.964,0.134,69.214,84.239,-99999.0,13.423,15.311,13.348,13.642,10.033,0.138,-99999.0,5.593,2.425,27.023,-4.105,520.774,372.098,520.774,372.098,干层
2191.0,-99999.0,8.511,0.16,77.28,108.92,-99999.0,10.394,10.296,11.572,11.252,15.4,0.186,-99999.0,4.841,2.466,9.093,-2.481,523.499,386.354,523.499,386.354,干层
2191.0625,-99999.0,8.471,0.155,76.763,106.236,-99999.0,10.494,10.595,12.136,12.007,16.534,0.18,-99999.0,4.7,2.484,9.357,-2.44,522.466,384.318,522.466,384.318,干层
2191.125,-99999.0,8.432,0.149,75.936,103.605,-99999.0,10.494,10.903,12.849,12.761,17.668,0.171,-99999.0,4.405,2.503,10.005,-2.439,521.434,384.318,521.434,384.318,干层
2191.1875,-99999.0,8.394,0.141,75.315,100.67,-99999.0,10.697,11.328,13.475,13.516,18.801,0.161,-99999.0,4.163,2.52,10.394,-2.438,520.402,381.813,520.402,381.813,干层
2191.25,-99999.0,8.357,0.134,74.385,98.006,-99999.0,10.851,11.658,14.68,14.403,19.935,0.152,-99999.0,4.045,2.535,11.168,-2.438,519.369,378.819,519.369,378.819,干层
2191.3125,-99999.0,8.317,0.127,73.557,96.504,-99999.0,11.113,12.111,15.25,14.821,21.069,0.142,-99999.0,3.918,2.547,12.111,-2.44,516.701,375.825,516.701,375.825,干层
2191.375,-99999.0,8.305,0.12,72.316,93.546,-99999.0,11.22,12.463,16.146,15.841,21.892,0.131,-99999.0,3.872,2.554,13.073,-2.438,516.701,372.831,516.701,372.831,干层
2191.4375,-99999.0,8.288,0.113,71.386,91.254,-99999.0,11.594,12.949,16.456,16.146,21.204,0.123,-99999.0,3.823,2.562,14.384,-2.436,515.664,369.837,515.664,369.837,干层
2191.5,-99999.0,8.283,0.106,70.352,88.689,-99999.0,11.916,13.199,16.932,16.613,21.276,0.121,-99999.0,3.783,2.563,15.379,-2.448,512.627,366.843,512.627,366.843,干层
2191.5625,-99999.0,8.307,0.1,69.214,86.594,-99999.0,12.238,13.713,16.932,16.772,22.101,0.117,-99999.0,3.733,2.567,16.478,-2.418,510.591,363.951,510.591,363.951,干层
2191.625,-99999.0,8.341,0.097,68.697,83.926,-99999.0,12.56,14.112,16.932,16.772,24.077,0.116,-99999.0,3.698,2.568,17.178,-2.603,508.554,361.914,508.554,361.914,干层
2191.6875,-99999.0,8.373,0.092,68.077,82.256,-99999.0,12.882,14.384,16.772,16.772,24.54,0.115,-99999.0,3.578,2.57,17.879,-2.644,508.554,361.914,508.554,361.914,干层
2191.75,-99999.0,8.405,0.091,67.766,81.501,-99999.0,13.204,14.802,16.456,16.456,24.202,0.115,-99999.0,3.49,2.574,18.44,-2.648,506.517,359.878,506.517,359.878,干层
2191.8125,-99999.0,8.438,0.089,67.559,80.976,-99999.0,13.583,15.088,16.022,16.146,23.849,0.115,-99999.0,3.403,2.579,18.796,-2.639,504.481,359.878,504.481,359.878,干层
2191.875,-99999.0,8.469,0.088,67.559,81.059,-99999.0,13.713,15.088,15.655,15.841,23.468,0.116,-99999.0,3.362,2.583,19.158,-2.646,504.481,359.878,504.481,359.878,干层
2191.9375,-99999.0,8.503,0.088,67.663,82.273,-99999.0,13.977,15.233,15.288,15.395,22.741,0.117,-99999.0,3.3,2.587,19.342,-2.643,502.444,359.878,502.444,359.878,干层
2192.0,-99999.0,8.533,0.089,67.973,83.278,-99999.0,14.247,15.379,14.921,15.105,21.165,0.12,-99999.0,3.26,2.591,19.342,-2.64,500.407,361.914,500.407,361.914,干层
2192.0625,-99999.0,8.569,0.09,68.387,85.281,-99999.0,14.384,15.379,14.554,14.68,19.477,0.127,-99999.0,3.243,2.595,18.848,-2.653,500.407,361.914,500.407,361.914,干层
2192.125,-99999.0,8.576,0.093,68.8,86.41,-99999.0,14.384,15.088,14.187,14.378,17.789,0.131,-99999.0,3.266,2.599,18.333,-2.623,500.407,363.951,500.407,363.951,干层
2192.1875,-99999.0,8.599,0.095,69.214,88.603,-99999.0,14.384,15.088,13.82,14.05,16.613,0.133,-99999.0,3.298,2.602,17.818,-2.808,500.407,363.951,500.407,363.951,干层
2192.25,-99999.0,8.629,0.097,69.731,89.743,-99999.0,14.384,14.802,13.475,13.722,16.3,0.138,-99999.0,3.321,2.605,17.303,-2.849,500.407,363.951,500.407,363.951,干层
2192.3125,-99999.0,8.65,0.098,70.041,91.606,-99999.0,14.384,14.661,13.362,13.475,17.706,0.14,-99999.0,3.399,2.607,16.787,-2.853,500.407,365.988,500.407,365.988,干层
2192.375,-99999.0,8.66,0.098,70.352,93.173,-99999.0,14.247,14.522,13.255,13.475,19.032,0.142,-99999.0,3.485,2.608,16.272,-2.844,500.407,365.988,500.407,365.988,干层
2192.4375,-99999.0,8.678,0.098,70.455,95.057,-99999.0,14.247,14.247,13.148,13.348,19.53,0.143,-99999.0,3.57,2.606,15.978,-2.851,500.407,365.988,500.407,365.988,干层
2192.5,-99999.0,8.674,0.095,70.765,96.521,-99999.0,13.963,14.179,13.041,13.348,19.53,0.145,-99999.0,3.669,2.604,15.826,-2.848,502.444,368.024,502.444,368.024,干层
2192.5625,-99999.0,8.682,0.092,70.765,97.716,-99999.0,13.721,13.977,12.934,13.348,20.677,0.146,-99999.0,3.759,2.6,15.675,-2.845,504.481,368.218,504.481,368.024,干层
2192.625,-99999.0,8.696,0.084,70.765,98.579,-99999.0,13.479,13.845,12.827,13.221,19.117,0.147,-99999.0,3.871,2.597,15.675,-2.858,504.481,368.462,504.481,368.024,干层
2192.6875,-99999.0,8.711,0.076,70.765,98.443,-99999.0,13.236,13.583,12.721,12.972,16.868,0.148,-99999.0,3.976,2.584,15.675,-2.745,508.554,368.705,508.554,368.024,干层
2192.75,-99999.0,8.723,0.068,70.869,98.171,-99999.0,12.994,13.325,12.607,12.728,15.395,0.149,-99999.0,4.085,2.568,15.675,-2.531,508.554,368.948,508.554,368.024,干层
2192.8125,-99999.0,8.737,0.06,70.869,98.173,-99999.0,12.798,13.199,12.193,12.488,15.395,0.151,-99999.0,4.198,2.552,15.727,-2.33,510.591,369.192,510.591,368.024,干层
2192.875,-99999.0,8.743,0.053,70.869,97.905,-99999.0,12.707,13.073,11.753,11.908,15.854,0.152,-99999.0,4.288,2.534,15.773,-2.13,512.627,369.435,512.627,368.024,干层
2192.9375,-99999.0,8.813,0.042,71.075,98.49,-99999.0,12.617,12.826,11.354,11.683,16.287,0.153,-99999.0,4.48,2.515,15.826,-1.93,515.664,369.679,515.664,370.061,干层
2193.0,-99999.0,8.871,0.038,71.179,99.678,-99999.0,12.526,12.704,11.14,11.354,16.772,0.154,-99999.0,4.624,2.496,15.422,-1.714,515.664,369.922,515.664,372.098,干层
2193.0625,-99999.0,8.935,0.033,71.489,101.371,-99999.0,12.436,12.463,10.93,11.247,15.869,0.154,-99999.0,4.734,2.473,14.951,-1.645,516.701,370.165,516.701,372.098,干层
2193.125,-99999.0,8.996,0.035,72.11,103.622,-99999.0,12.345,12.345,10.623,11.035,14.841,0.154,-99999.0,4.817,2.458,14.48,-1.739,518.737,370.409,518.737,374.134,干层
2193.1875,-99999.0,9.057,0.037,72.523,104.614,-99999.0,12.345,12.227,10.623,11.035,14.132,0.152,-99999.0,4.869,2.44,14.008,-1.814,518.737,370.652,518.737,376.171,干层
2193.25,-99999.0,9.118,0.045,72.937,105.845,-99999.0,12.345,12.111,10.853,11.115,13.998,0.146,-99999.0,4.923,2.421,13.537,-1.892,520.774,370.896,520.774,376.171,干层
2193.3125,-99999.0,9.181,0.052,73.454,106.651,-99999.0,12.345,11.996,11.218,11.473,13.998,0.139,-99999.0,4.978,2.411,13.199,-1.972,520.774,371.139,520.774,376.171,干层
2193.375,-99999.0,9.231,0.068,73.764,106.294,-99999.0,12.345,12.111,11.584,11.831,14.267,0.132,-99999.0,5.036,2.402,12.826,-2.05,520.546,371.382,520.546,376.171,干层
